<<<<<<< HEAD
19.89	46.066666	19.79	45.0	17.166666	55.09	17.133333	41.29	17.0	45.4	733.8	45.41039
19.89	45.766666	19.79	44.9	17.1	54.966667	17.133333	41.2	17.0	45.29	734.1	47.233765
19.856667	46.09	19.79	44.863335	17.1	55.0	17.2	41.5	17.0	45.29	734.3	3.0893135
20.133333	48.0	19.89	44.9	17.1	55.09	17.823334	45.493332	16.963333	45.29	734.5	34.351143
20.566668	53.893333	20.1	48.466667	17.15	56.0425	17.89	44.926666	16.89	45.326668	734.85	24.884962
20.89	51.193333	20.2	48.193333	17.2	57.06	17.666666	43.16	16.89	45.2	735.2	19.001759
20.963333	47.633335	20.2	47.02667	17.666666	79.73	17.533333	42.066666	16.89	45.126667	735.3	10.607126
21.133333	46.06	20.29	46.433334	17.76	82.46	17.856667	43.46	16.89	44.966667	735.4	13.361033
21.356667	45.826668	20.39	46.09	18.6	62.43	17.89	43.79	16.89	44.79	735.6	19.119398
21.5	45.126667	20.39	46.0	18.963333	55.333332	17.79	43.4	16.823334	44.59	735.8	24.104006
21.6	44.56	20.5	45.79	19.158333	52.4725	17.79	42.76	16.89	44.5225	736.05	9.31088
21.6	44.2	20.4175	45.545	19.29	51.23	17.7	42.76	16.89	44.5	736.3	39.711994
21.5	44.23	20.29	45.79	19.29	50.863335	17.7	43.4	16.89	45.433334	736.6	20.56372
21.39	44.56	20.2	45.663334	19.2	50.53	17.7	43.76	16.89	45.7	736.9	39.146637
21.26	45.09	20.1	45.5	19.166666	50.363335	17.79	44.963333	16.89	45.9	737.2	39.46781
21.075	45.3725	20.1	45.53	19.0	50.126667	17.79	45.425	16.89	46.09	737.5	36.61569
20.926666	45.59	20.166666	45.53	19.0	50.03	17.79	45.863335	16.89	46.29	737.9	43.060474
20.79	46.2	20.166666	45.5	18.89	50.1725	17.79	46.0	16.89	46.826668	738.3	3.5339525
20.7	46.2	20.2	45.5	18.79	50.09	17.89	46.06	17.0	47.363335	738.6	25.931713
20.566668	46.066666	20.2	45.4	18.7	50.09	17.856667	45.966667	17.0	47.826668	738.9	45.643795
20.426666	46.23	20.2	45.4	18.633333	50.03	17.89	46.2	17.0	48.09	739.25	16.619734
20.29	46.5	20.26	45.5	18.6	50.0	17.89	46.09	17.033333	48.463333	739.6	23.927263
20.2	46.433334	20.29	45.5	18.5	50.0	17.89	45.7	17.033333	48.9	739.75	43.766068
20.1	46.363335	20.29	45.59	18.5	50.0	17.89	45.663334	17.1	49.26	739.9	17.334175
20.0	46.29	20.356667	45.59	18.39	49.9	17.89	45.626667	17.1	49.433334	740.1	44.609917
19.926666	46.23	20.323334	45.59	18.39	49.9	17.89	45.72333	17.1	49.7	740.3	38.866035
19.89	46.626667	20.29	45.59	18.29	50.126667	17.89	45.9	17.133333	50.0	740.7	35.625732
19.823334	46.863335	20.2	45.29	18.29	50.29	17.89	45.79	17.2	50.0	741.1	37.85436
19.79	46.895	20.1	45.29	18.2	51.266666	17.89	45.14	17.2	49.72333	741.45	6.084596
19.79	48.666668	20.2	45.29	18.1	51.966667	17.79	44.326668	17.1	48.633335	741.8	11.981471
19.89	48.733334	20.1	45.2	18.05	52.4	18.0	44.456665	17.1	47.766666	742.05	43.81346
19.856667	47.06333	20.1	45.2	18.0	52.79	17.856667	43.1	17.0	46.93	742.3	22.763723
19.79	46.066666	20.1	45.163334	17.89	52.033333	17.79	42.23	17.033333	46.39	742.55	30.246664
19.7	45.663334	20.0	44.9	18.0	49.93	17.7	41.663334	17.0	45.863335	742.8	13.513007
19.79	48.793335	19.89	44.863335	18.0	49.56	17.7	41.4	17.0	45.463333	743.05	10.660407
19.89	46.766666	20.0	44.79	18.033333	49.326668	17.7	41.2	17.05	45.245	743.3	46.203724
20.0	46.22333	19.945	44.79	18.1	49.126667	17.79	40.7	17.1	45.2	743.4	36.589626
20.0	45.663334	19.963333	44.7	18.1	48.933334	17.89	40.326668	17.1	45.2	743.5	7.4105783
20.1	45.4	20.0	44.79	17.963333	49.89	17.9725	39.875	17.1	44.863335	743.5	5.1592116
20.166666	46.993332	19.89	44.79	17.89	50.56	18.0	39.59	17.166666	44.626667	743.5	49.59193
20.066668	45.363335	19.89	44.863335	17.79	50.933334	17.89	39.59	17.1	44.4	743.5	8.672116
20.0	44.595	19.89	44.9	17.79	51.0	18.077778	39.476665	17.1	44.23	743.5	25.558489
20.0	44.2	19.89	44.9	17.73	51.0	18.1	39.09	17.1	44.126667	743.65	29.7856
20.0	44.09	19.89	44.826668	17.7	51.0	17.9725	39.0	17.1	43.79	743.8	1.777029
19.963333	43.9	19.89	44.79	17.7	51.0	18.166666	39.03	17.1	43.76	743.85	29.904621
20.1	43.79	19.89	44.7	17.7	51.0	18.528572	38.25357	17.2	43.79	743.9	49.25476
